,score,awards,symbol,date
8951,57,0,HALL,2021-01-29
7473,84,0,FANG,2021-01-29
12506,161,0,RICK,2021-01-29
3337,1,0,SRNE,2021-01-29
7549,34,0,FATE,2021-01-29
12482,351,1,RENT,2021-01-29
1074,20,0,GAIN,2021-01-29
13585,-14,0,SWKS,2021-01-29
8139,2,0,FTD,2021-01-29
13146,16,0,SODA,2021-01-29
8587,753,1,GOLD,2021-01-29
7986,30,0,FORTY,2021-01-29
12661,17,0,RP,2021-01-29
9306,5204,7,IBKR,2021-01-29
756,61,0,EYES,2021-01-29
7845,3379,6,FLAT,2021-01-29
9362,512,0,ICLN,2021-01-29
7376,-3,0,EXAS,2021-01-29
3682,16,0,TWIN,2021-01-29
3571,213,0,TRIP,2021-01-29
3452,25,0,TGE,2021-01-29
734,134,0,ETC,2021-01-29
7329,8,0,ERS,2021-01-29
2994,116,0,ROLL,2021-01-29
8885,-20,0,GT,2021-01-29
9138,432,0,HERO,2021-01-29
3072,1184,0,SAVE,2021-01-29
7321,49,0,ERIC,2021-01-29
9158,520,2,HILL,2021-01-29
3354,2,0,SRPT,2021-01-29
8083,4302,5,FREE,2021-01-29
3596,421,1,TRUE,2021-01-29
8642,9428,9,GOOD,2021-01-29
8697,65,0,GOOG,2021-01-29
13324,29,0,SPWR,2021-01-29
8093,25,0,FSC,2021-01-29
7486,3,0,FARM,2021-01-29
930,19,0,FOLD,2021-01-29
13619,141,0,TAX,2021-01-29
3697,183,0,TYPE,2021-01-29
12597,309,1,ROCK,2021-01-29
3108,51,0,SBUX,2021-01-29
2729,1163,1,PLUS,2021-01-29
13169,236,0,SONS,2021-01-29
661,186,0,ELSE,2021-01-29
8741,7,0,GOOGL,2021-01-29
13469,1,0,SSRI,2021-01-29
13646,477,0,TEAR,2021-01-29
7265,2,0,ENPH,2021-01-29
3466,312,0,TINY,2021-01-29
13228,506,0,SP,2021-01-29
13098,2,0,SKYS,2021-01-29
2880,0,1,QQQ,2021-01-29
791,3,0,FATE,2021-01-29
3292,4,0,SPWR,2021-01-29
7603,1281,0,FB,2021-01-29
7352,304,0,ETC,2021-01-29
13460,1,0,SSB,2021-01-29
1026,50,1,FUEL,2021-01-29
2712,-2,0,PLUG,2021-01-29
12775,9176,5,SALE,2021-01-29
13090,12,0,SIRI,2021-01-29
7782,1173,8,FIVE,2021-01-29
8854,1,0,GSM,2021-01-29
3710,3,0,UHAL,2021-01-29
12922,-1,0,SEAC,2021-01-29
12702,1,0,SAAS,2021-01-29
8189,674,0,FUEL,2021-01-29
8089,-43,0,FRPT,2021-01-29
8943,125,0,HA,2021-01-29
603,1,0,DRYS,2021-01-29
2972,67,0,ROCK,2021-01-29
3680,11,0,TVIX,2021-01-29
12892,46,0,SBUX,2021-01-29
9103,2697,8,HEAR,2021-01-29
3384,45,0,SUNS,2021-01-29
8164,2,0,FTR,2021-01-29
839,6,0,FB,2021-01-29
3318,3,0,SQQQ,2021-01-29
1095,3030,0,GAME,2021-01-29
721,3,0,ERIC,2021-01-29
7808,49,1,FIZZ,2021-01-29
8536,-7,1,GOGO,2021-01-29
7272,8,0,ENT,2021-01-29
8815,432,0,GROW,2021-01-29
7531,1236,1,FAST,2021-01-29
7975,1,0,FORR,2021-01-29
8030,33,0,FRED,2021-01-29
13564,1,0,STMP,2021-01-29
9374,2,0,ICON,2021-01-29
3161,582,4,SHIP,2021-01-29
648,158,0,ELON,2021-01-29
3376,2,0,STLD,2021-01-29
1158,115,0,GOLD,2021-01-29
10640,6,4,MDXG,2021-01-29
4364,4,0,AGNC,2021-01-29
10636,6,0,MDM,2021-01-29
6027,167,0,CFA,2021-01-29
11822,13,0,PEIX,2021-01-29
1478,5,0,ICLN,2021-01-29
10623,4,0,MAT,2021-01-29
285,30,0,BEAT,2021-01-29
6077,191,0,CFO,2021-01-29
10612,596,0,MARK,2021-01-29
6096,1,0,CG,2021-01-29
304,6,0,BIDU,2021-01-29
14399,7,0,VOD,2021-01-29
10580,-6,0,MARA,2021-01-29
6110,2,0,CHEF,2021-01-29
10525,4,0,MAR,2021-01-29
10502,1,0,MANT,2021-01-29
11867,91,0,PENN,2021-01-29
14382,325,0,VIP,2021-01-29
6127,21,0,CHOP,2021-01-29
10498,1,0,MAMS,2021-01-29
14469,22,1,WASH,2021-01-29
2142,134,0,MSFT,2021-01-29
263,49,0,BBBY,2021-01-29
11787,-5,0,PACB,2021-01-29
11717,8,0,OSTK,2021-01-29
5786,3,0,CART,2021-01-29
2021,-2,0,MDXG,2021-01-29
4480,131,0,AMCX,2021-01-29
10726,3,0,MIK,2021-01-29
11735,31,0,PAAS,2021-01-29
2027,80,0,MEET,2021-01-29
5835,12434,13,CASH,2021-01-29
2043,3,0,MELI,2021-01-29
240,45,0,BABY,2021-01-29
14526,88,0,WB,2021-01-29
1495,8,0,III,2021-01-29
5880,79,0,CBOE,2021-01-29
10688,10,0,MENT,2021-01-29
10684,-2,0,MELI,2021-01-29
2058,1128,0,MIND,2021-01-29
4426,1684,3,ALOT,2021-01-29
5926,10,0,CDC,2021-01-29
4397,1,0,ALGN,2021-01-29
4386,1,0,ALDR,2021-01-29
10652,217,0,MEET,2021-01-29
5961,61,0,CENT,2021-01-29
14573,-5,0,WBA,2021-01-29
10490,1,0,MAG,2021-01-29
317,1,0,BLUE,2021-01-29
2250,1642,8,NAME,2021-01-29
14255,1,0,UNFI,2021-01-29
4245,-2,0,ADBE,2021-01-29
11979,1232,0,PLAY,2021-01-29
6297,39,0,COB,2021-01-29
14242,3,0,ULTA,2021-01-29
6326,112,0,COKE,2021-01-29
11989,28,0,PLKI,2021-01-29
10261,2,0,LOGI,2021-01-29
1388,281,1,HEAR,2021-01-29
383,416,1,CALL,2021-01-29
4203,214,0,ADA,2021-01-29
387,438,0,CALM,2021-01-29
10224,115,0,LOAN,2021-01-29
14213,16,0,UAE,2021-01-29
6372,272,0,COOL,2021-01-29
10208,8,0,LLNW,2021-01-29
14197,65,0,TYPE,2021-01-29
10197,3136,6,LIVE,2021-01-29
2309,4,0,NEO,2021-01-29
4187,1,0,ACTA,2021-01-29
10315,4085,2,LONG,2021-01-29
10488,9,0,MACK,2021-01-29
14260,3,0,USAT,2021-01-29
1396,448,0,HERO,2021-01-29
6170,2,0,CLNE,2021-01-29
14352,35,0,VIEW,2021-01-29
1428,626,3,IBKR,2021-01-29
4293,230,0,ADHD,2021-01-29
14344,2,0,VIDI,2021-01-29
14339,40,0,VIA,2021-01-29
10476,4,0,LUNA,2021-01-29
6195,633,1,CLUB,2021-01-29
10463,11,0,LULU,2021-01-29
329,66,0,BOOM,2021-01-29
10408,1,0,LTC,2021-01-29
2206,59,0,MU,2021-01-29
11927,3,0,PETS,2021-01-29
14307,10,0,VA,2021-01-29
6226,186,0,CMCSA,2021-01-29
6256,68,0,CME,2021-01-29
6264,3,0,CNAT,2021-01-29
10369,12707,13,LOOK,2021-01-29
1404,2,0,HILL,2021-01-29
6269,45,0,CNET,2021-01-29
350,131,0,CA,2021-01-29
359,50,0,CAKE,2021-01-29
2314,3,0,NEON,2021-01-29
214,3,0,AWAY,2021-01-29
10758,604,1,MIND,2021-01-29
86,90,0,AMD,2021-01-29
11203,5,0,NCLH,2021-01-29
1773,4562,6,LINE,2021-01-29
5224,110,0,BDE,2021-01-29
14865,29,0,XLM,2021-01-29
11162,82,2,NAVI,2021-01-29
11153,6,0,NANO,2021-01-29
5253,3743,0,BEAT,2021-01-29
11490,75,0,NVAX,2021-01-29
14852,116,0,XIV,2021-01-29
5260,4,0,BEBE,2021-01-29
5266,1,0,BGFV,2021-01-29
4751,2,0,ARWR,2021-01-29
11135,2747,4,NAME,2021-01-29
1620,2,0,JACK,2021-01-29
1799,150,0,LIVE,2021-01-29
4742,6,0,ARRY,2021-01-29
1809,24,0,LOAN,2021-01-29
5330,1,0,BIIB,2021-01-29
11096,1,0,MYL,2021-01-29
14806,4,0,WSBC,2021-01-29
5189,2,0,BCRX,2021-01-29
11087,85,0,MVIS,2021-01-29
1660,21,0,JD,2021-01-29
11247,4,0,NEO,2021-01-29
15010,1,0,ZNGA,2021-01-29
1697,203,1,KOSS,2021-01-29
4977,3254,0,AWAY,2021-01-29
11363,43,0,NFLX,2021-01-29
1711,1,0,KTOS,2021-01-29
11308,2131,2,NEWS,2021-01-29
1734,13,0,LAND,2021-01-29
5040,27912,19,BABY,2021-01-29
1741,-42,0,LAWS,2021-01-29
1743,12,0,LE,2021-01-29
11412,6691,9,NICE,2021-01-29
14957,1,0,ZAGG,2021-01-29
14950,901,2,Z,2021-01-29
11418,34,0,NICK,2021-01-29
4874,11,0,ATVI,2021-01-29
1749,22,0,LGND,2021-01-29
5093,5070,17,BBBY,2021-01-29
4818,70,0,ATOS,2021-01-29
11253,1,0,NEON,2021-01-29
5145,527,0,BBC,2021-01-29
1671,23,0,JOBS,2021-01-29
4800,5,0,ASTI,2021-01-29
2009,20,0,MARK,2021-01-29
5353,5,0,BIS,2021-01-29
11055,276,0,MU,2021-01-29
4567,3,0,AMRN,2021-01-29
11641,4,0,OMER,2021-01-29
11643,1,0,ONEQ,2021-01-29
5629,286,0,CAKE,2021-01-29
11650,6,0,ONNN,2021-01-29
1966,1,0,MAR,2021-01-29
201,2,0,AUPH,2021-01-29
10834,2,0,MPAA,2021-01-29
4536,2908,2,AMD,2021-01-29
14619,0,0,WEN,2021-01-29
11671,7,0,ORLY,2021-01-29
5694,4521,7,CALL,2021-01-29
1560,14,0,INTC,2021-01-29
5718,474,0,CALM,2021-01-29
10788,2,0,MNGA,2021-01-29
1998,1,0,MARA,2021-01-29
10778,10,0,MITK,2021-01-29
5727,8,0,CAMP,2021-01-29
14592,18,0,WDC,2021-01-29
10773,28,0,MINI,2021-01-29
5772,407,0,CAR,2021-01-29
5586,9376,13,CA,2021-01-29
14793,79,0,WOOF,2021-01-29
14675,12759,6,WIN,2021-01-29
14691,476,1,WIRE,2021-01-29
11547,28,0,NVDA,2021-01-29
4706,21945,20,ANY,2021-01-29
1861,1037,0,LONG,2021-01-29
5387,1,0,BLMN,2021-01-29
11562,1,0,NWBO,2021-01-29
5388,-3,0,BLRX,2021-01-29
5426,68,0,BLUE,2021-01-29
14764,5,0,WOOD,2021-01-29
10980,4,0,MTEX,2021-01-29
4645,590,0,AMZN,2021-01-29
10976,4,0,MSTR,2021-01-29
1895,1400,0,LOOK,2021-01-29
5497,672,0,BOOM,2021-01-29
11595,0,0,NYMT,2021-01-29
144,341,0,AMZN,2021-01-29
5505,6,0,BREW,2021-01-29
11601,57,0,OCC,2021-01-29
5515,54,1,BSDM,2021-01-29
11607,1,0,OCUL,2021-01-29
10939,1,0,MSG,2021-01-29
11613,1,0,OHAI,2021-01-29
10921,457,0,MSFT,2021-01-29
2318,11,0,NETE,2021-01-29
6142,1,0,CIDM,2021-01-29
12997,14,0,SGMO,2021-01-29
14024,712,3,TRX,2021-01-29
2513,67,0,OCC,2021-01-29
6624,23,0,CU,2021-01-29
3884,301,1,WIRE,2021-01-29
463,3,0,CME,2021-01-29
13848,733,1,TOWN,2021-01-29
1308,12,0,GROW,2021-01-29
6944,-2,0,DTV,2021-01-29
12158,1,0,PZZA,2021-01-29
9981,4,0,KTOS,2021-01-29
453,4,0,CLUB,2021-01-29
2400,6,0,NFLX,2021-01-29
3873,12534,19,WIN,2021-01-29
9997,4,0,LAKE,2021-01-29
9683,208,0,ISIS,2021-01-29
4123,3449,3,AAPL,2021-01-29
7003,88,0,EA,2021-01-29
13806,2,0,TOPS,2021-01-29
1194,650,1,GOOD,2021-01-29
3845,3,0,WEN,2021-01-29
10064,78,0,LE,2021-01-29
14110,5,0,TTS,2021-01-29
12114,4,0,PRTS,2021-01-29
2418,104,0,NICE,2021-01-29
10045,17,0,LAWS,2021-01-29
14093,1,0,TST,2021-01-29
9650,1,0,IRDM,2021-01-29
10034,268,0,LAND,2021-01-29
3850,1,0,WIFI,2021-01-29
14085,6821,7,TSLA,2021-01-29
12132,9,0,PSEC,2021-01-29
7024,15,0,EARS,2021-01-29
12095,22,0,POPE,2021-01-29
3904,113,0,WOOD,2021-01-29
14012,2315,1,TRUE,2021-01-29
9845,11,0,JST,2021-01-29
6794,9,0,DAX,2021-01-29
2447,8,0,NVAX,2021-01-29
13927,56,0,TREE,2021-01-29
13953,487,0,TRIP,2021-01-29
1245,70,1,GOOG,2021-01-29
6759,45,1,DAVE,2021-01-29
9836,1880,3,JOBS,2021-01-29
6854,28,0,DISH,2021-01-29
497,74,0,COST,2021-01-29
12231,0,0,QCOM,2021-01-29
9888,42,0,KBIO,2021-01-29
6394,41,0,CORE,2021-01-29
9813,2,0,JD,2021-01-29
9903,25,0,KIN,2021-01-29
6747,50379,132,DATE,2021-01-29
2500,-21,0,NVDA,2021-01-29
12303,200,0,QQQ,2021-01-29
9738,620,0,JACK,2021-01-29
4062,1940,0,AAL,2021-01-29
9941,279,2,KOSS,2021-01-29
6880,60,0,DOGE,2021-01-29
6675,1,0,CZR,2021-01-29
6888,44,0,DOX,2021-01-29
9745,6,0,JAZZ,2021-01-29
3997,15,0,ZEUS,2021-01-29
1290,23,0,GOOGL,2021-01-29
6727,65,0,DASH,2021-01-29
479,28,0,COOL,2021-01-29
483,26,0,CORE,2021-01-29
13903,62,0,TQQQ,2021-01-29
3911,-43,0,WOOF,2021-01-29
10078,10,0,LGND,2021-01-29
6608,1,0,CTRL,2021-01-29
12355,27,0,RAIL,2021-01-29
14180,1,0,TXN,2021-01-29
14167,14,0,TVIX,2021-01-29
12087,50,0,POOL,2021-01-29
1356,5917,9,HAS,2021-01-29
2581,1,0,PCAR,2021-01-29
7095,1,0,EHTH,2021-01-29
6455,7,0,CPXX,2021-01-29
416,1261,3,CASH,2021-01-29
581,3,0,DAVE,2021-01-29
14172,2,0,TWIN,2021-01-29
577,5,0,DATE,2021-01-29
10087,2,0,LIME,2021-01-29
6458,1,0,CRAY,2021-01-29
13776,1174,1,TINY,2021-01-29
9604,1,0,INTU,2021-01-29
10134,55246,34,LINE,2021-01-29
573,2,0,DASH,2021-01-29
6465,2,0,CRIS,2021-01-29
7070,70,0,ECHO,2021-01-29
12072,2478,11,PLUS,2021-01-29
9633,1,0,IRBT,2021-01-29
6442,2253,0,COST,2021-01-29
9575,5,0,INTC,2021-01-29
7060,-10,0,EBAY,2021-01-29
10150,5,0,LION,2021-01-29
12041,61,0,PLUG,2021-01-29
396,43,1,CAR,2021-01-29
7148,2744,1,ELON,2021-01-29
4165,1480,0,ACAT,2021-01-29
2354,486,0,NEWS,2021-01-29
14126,1,0,TTWO,2021-01-29
5433,2,0,BLVD,2021-01-30
4907,37,0,AUPH,2021-01-30
4652,2,0,ANGI,2021-01-30
8140,2,0,FTD,2021-01-30
8368,1078,1,GAME,2021-01-30
13170,3,0,SONS,2021-01-30
8094,2,0,FSC,2021-01-30
8124,6,0,FSLR,2021-01-30
5382,1,0,BLDP,2021-01-30
3338,5,0,SRNE,2021-01-30
23,1,0,ADBE,2021-01-30
14765,97,0,WOOD,2021-01-30
5384,7,0,BLFS,2021-01-30
5427,98,0,BLUE,2021-01-30
26,-5,0,AGEN,2021-01-30
6865,1,0,DMND,2021-01-30
28,-1,0,AKAM,2021-01-30
29,1,0,ALGN,2021-01-30
8374,1,0,GBSN,2021-01-30
7266,7,0,ENPH,2021-01-30
8084,5764,7,FREE,2021-01-30
5454,1,0,BNB,2021-01-30
14676,2593,2,WIN,2021-01-30
13928,2,0,TREE,2021-01-30
8410,147,0,GEVO,2021-01-30
4586,0,0,AMRS,2021-01-30
4590,0,0,AMTX,2021-01-30
15011,2,0,ZNGA,2021-01-30
3393,3,0,SWKS,2021-01-30
14692,14,0,WIRE,2021-01-30
5531,6,0,BV,2021-01-30
13647,3,0,TEAR,2021-01-30
13914,2,0,TRCH,2021-01-30
8018,-6,0,FOX,2021-01-30
3781,-1,0,VRTX,2021-01-30
880,3,0,FCEL,2021-01-30
156,6,0,ANY,2021-01-30
615,1,0,EA,2021-01-30
145,59,0,AMZN,2021-01-30
4646,458,5,AMZN,2021-01-30
8389,2,0,GENE,2021-01-30
14,-1,0,ACIW,2021-01-30
607,5,0,DYAX,2021-01-30
8392,1,0,GERN,2021-01-30
14971,1,0,ZIOP,2021-01-30
3926,2,0,WYNN,2021-01-30
11,18,0,AAPL,2021-01-30
13904,8,0,TQQQ,2021-01-30
6855,0,0,DISH,2021-01-30
4978,2155,6,AWAY,2021-01-30
3359,1,0,SSYS,2021-01-30
3377,1,0,STLD,2021-01-30
3795,4,0,VTWO,2021-01-30
5498,8286,3,BOOM,2021-01-30
13147,59,0,SODA,2021-01-30
7096,3,0,EHTH,2021-01-30
5354,30,0,BIS,2021-01-30
13041,135,0,SHIP,2021-01-30
3235,45,0,SP,2021-01-30
13091,14,0,SIRI,2021-01-30
13049,1,0,SHLD,2021-01-30
7004,33,0,EA,2021-01-30
8317,61,1,GAIN,2021-01-30
13056,1,0,SHOR,2021-01-30
14866,-1,0,XLM,2021-01-30
87,193,2,AMD,2021-01-30
5225,20,1,BDE,2021-01-30
7187,3,0,ENDP,2021-01-30
14883,1,0,XONE,2021-01-30
8240,500,1,FULL,2021-01-30
7025,1,0,EARS,2021-01-30
7061,167,0,EBAY,2021-01-30
13814,25,0,TOUR,2021-01-30
4777,1,0,ASML,2021-01-30
5146,537,0,BBC,2021-01-30
13807,11,0,TOPS,2021-01-30
5158,-4,0,BCH,2021-01-30
3259,-2,0,SPWH,2021-01-30
13061,2,0,SIGA,2021-01-30
4819,15,0,ATOS,2021-01-30
5254,626,0,BEAT,2021-01-30
8281,42,0,FV,2021-01-30
5190,1727,53,BCRX,2021-01-30
8268,1013,1,FUND,2021-01-30
14899,1,0,YY,2021-01-30
13059,1,0,SIEN,2021-01-30
5094,1710,7,BBBY,2021-01-30
14889,2,0,YHOO,2021-01-30
7181,773,0,ELSE,2021-01-30
13690,6,0,TECH,2021-01-30
14853,26,0,XIV,2021-01-30
13933,1,0,TRIL,2021-01-30
13125,1,0,SMRT,2021-01-30
840,124,3,FB,2021-01-30
5333,13,0,BIND,2021-01-30
5344,11,0,BIOL,2021-01-30
6929,3,0,DRYS,2021-01-30
14809,2,0,WSBF,2021-01-30
3319,20,0,SQQQ,2021-01-30
14807,3,0,WSBC,2021-01-30
3733,6,0,UTHR,2021-01-30
5041,1621,2,BABY,2021-01-30
6901,1,0,DRAM,2021-01-30
14794,13,0,WOOF,2021-01-30
3802,1,0,WASH,2021-01-30
3726,5,0,ULTA,2021-01-30
13135,-2,0,SMT,2021-01-30
4707,3570,6,ANY,2021-01-30
7217,1,0,ENG,2021-01-30
5315,3,0,BIDU,2021-01-30
4875,6,0,ATVI,2021-01-30
3874,763,0,WIN,2021-01-30
3293,7,0,SPWR,2021-01-30
8190,178,0,FUEL,2021-01-30
5047,1,0,BANF,2021-01-30
13790,4,0,TNXP,2021-01-30
534,5,0,CZR,2021-01-30
5269,2,0,BGMD,2021-01-30
14951,344,1,Z,2021-01-30
13777,7,0,TINY,2021-01-30
14831,3,0,WYNN,2021-01-30
4743,-1,0,ARRY,2021-01-30
13849,0,0,TOWN,2021-01-30
6933,1,0,DSLV,2021-01-30
13117,2,0,SLVO,2021-01-30
5587,2746,3,CA,2021-01-30
6395,3,0,CORE,2021-01-30
4568,-2,0,AMRN,2021-01-30
14111,3,0,TTS,2021-01-30
7750,5,0,FISV,2021-01-30
14340,7,0,VIA,2021-01-30
3655,552,3,TSLA,2021-01-30
703,7,0,ENPH,2021-01-30
423,0,0,CBOE,2021-01-30
6196,13,0,CLUB,2021-01-30
4147,3,0,ABCD,2021-01-30
4152,11,1,ACAD,2021-01-30
330,1,0,BOOM,2021-01-30
7737,3,0,FISH,2021-01-30
6206,4,0,CLVS,2021-01-30
14308,95,0,VA,2021-01-30
14127,2,0,TTWO,2021-01-30
7722,2,0,FGEN,2021-01-30
6466,2,0,CRIS,2021-01-30
6227,796,1,CMCSA,2021-01-30
323,1,0,BNB,2021-01-30
14132,8,0,TUBE,2021-01-30
6175,1,0,CLSN,2021-01-30
14099,0,0,TTOO,2021-01-30
305,58,0,BIDU,2021-01-30
14383,333,1,VIP,2021-01-30
6594,0,0,CTIC,2021-01-30
4124,1800,6,AAPL,2021-01-30
7783,338,0,FIVE,2021-01-30
6128,11,0,CHOP,2021-01-30
6136,1,0,CHTR,2021-01-30
14086,4336,14,TSLA,2021-01-30
7149,776,1,ELON,2021-01-30
6143,-9,0,CIDM,2021-01-30
310,-5,0,BLDP,2021-01-30
3482,3,0,TOPS,2021-01-30
14094,1,0,TST,2021-01-30
4294,101,0,ADHD,2021-01-30
7426,44,0,EYES,2021-01-30
318,-1,0,BMRN,2021-01-30
14353,3,0,VIEW,2021-01-30
13379,32,0,SQQQ,2021-01-30
4071,0,0,AAOI,2021-01-30
6257,70,0,CME,2021-01-30
14136,-1,0,TUES,2021-01-30
6327,142,0,COKE,2021-01-30
6334,3,0,COMM,2021-01-30
3551,2,0,TREE,2021-01-30
4166,76,0,ACAT,2021-01-30
13461,1,0,SSB,2021-01-30
7604,507,2,FB,2021-01-30
384,8,0,CALL,2021-01-30
4204,31,0,ADA,2021-01-30
7532,419,2,FAST,2021-01-30
3597,96,0,TRUE,2021-01-30
14214,8,0,UAE,2021-01-30
4180,3,0,ACRX,2021-01-30
6373,173,0,COOL,2021-01-30
14198,-4,0,TYPE,2021-01-30
397,2,0,CAR,2021-01-30
3572,-1,0,TRIP,2021-01-30
7550,16,0,FATE,2021-01-30
13449,3,0,SRPT,2021-01-30
7474,16,0,FANG,2021-01-30
3548,3,0,TRCH,2021-01-30
6298,3,0,COB,2021-01-30
6270,119,1,CNET,2021-01-30
3499,3,0,TOWN,2021-01-30
417,8,0,CASH,2021-01-30
351,1,0,CA,2021-01-30
13423,25,0,SRNE,2021-01-30
360,1,0,CAKE,2021-01-30
14266,7,0,UTHR,2021-01-30
14262,6,0,USLV,2021-01-30
662,20,0,ELSE,2021-01-30
7667,2,0,FCSC,2021-01-30
4246,3,0,ADBE,2021-01-30
7660,30,0,FCEL,2021-01-30
14256,1,0,UNFI,2021-01-30
7487,10,0,FARM,2021-01-30
13510,159,1,STEM,2021-01-30
6443,173,0,COST,2021-01-30
3539,-10,0,TQQQ,2021-01-30
14243,10,0,ULTA,2021-01-30
7809,11,1,FIZZ,2021-01-30
14400,2,0,VOD,2021-01-30
438,3,0,CFO,2021-01-30
13972,3,0,TRS,2021-01-30
7322,8,0,ERIC,2021-01-30
5773,43,0,CAR,2021-01-30
3413,13,0,TAX,2021-01-30
7951,10,0,FORD,2021-01-30
13975,1,0,TRTL,2021-01-30
14574,1,0,WBA,2021-01-30
480,1,0,COOL,2021-01-30
5779,1,0,CARA,2021-01-30
7337,1,0,ESPR,2021-01-30
4481,-4,0,AMCX,2021-01-30
6728,10,0,DASH,2021-01-30
476,-1,0,COLM,2021-01-30
215,2,0,AWAY,2021-01-30
7919,1373,1,FOLD,2021-01-30
3992,1,0,Z,2021-01-30
5836,1601,3,CASH,2021-01-30
6748,149,0,DATE,2021-01-30
4011,4,0,ZNGA,2021-01-30
13968,1,0,TRNX,2021-01-30
13620,153,0,TAX,2021-01-30
498,1,0,COST,2021-01-30
7282,2,0,EOS,2021-01-30
6795,3,0,DAX,2021-01-30
5630,50,0,CAKE,2021-01-30
5641,2,0,CALI,2021-01-30
3955,3,0,XLNX,2021-01-30
7286,9,0,EPIQ,2021-01-30
6760,-95,0,DAVE,2021-01-30
4537,3308,2,AMD,2021-01-30
14620,14,0,WEN,2021-01-30
13229,178,0,SP,2021-01-30
3698,1,0,TYPE,2021-01-30
13954,6,0,TRIP,2021-01-30
7970,13,0,FORM,2021-01-30
784,19,0,FAST,2021-01-30
13963,0,0,TRMB,2021-01-30
5695,545,0,CALL,2021-01-30
5719,0,0,CALM,2021-01-30
241,1893,2,BABY,2021-01-30
14527,119,2,WB,2021-01-30
757,2,0,EYES,2021-01-30
269,0,0,BBC,2021-01-30
3689,2,0,TXRH,2021-01-30
14031,1,0,TSCO,2021-01-30
4365,2,0,AGNC,2021-01-30
6625,3,0,CU,2021-01-30
4346,-2,0,AGEN,2021-01-30
464,2,0,CME,2021-01-30
13325,20,0,SPWR,2021-01-30
746,1,0,EXPE,2021-01-30
6028,761,2,CFA,2021-01-30
277,83,4,BCRX,2021-01-30
735,22,0,ETC,2021-01-30
4335,1,0,AEY,2021-01-30
456,-4,0,CLVS,2021-01-30
6078,1070,1,CFO,2021-01-30
286,3,0,BEAT,2021-01-30
6097,2,0,CG,2021-01-30
4381,2,0,AKBA,2021-01-30
7846,5,0,FLAT,2021-01-30
5962,12,0,CENT,2021-01-30
264,36,0,BBBY,2021-01-30
5843,-2,0,CBF,2021-01-30
4460,5,0,AMAT,2021-01-30
7905,-1,0,FLWS,2021-01-30
7353,24,0,ETC,2021-01-30
5881,7,1,CBOE,2021-01-30
4438,80,4,ALXN,2021-01-30
13590,1,0,SYKE,2021-01-30
4427,1951,18,ALOT,2021-01-30
5600,1,0,CAC,2021-01-30
14013,146,0,TRUE,2021-01-30
13586,2,0,SWKS,2021-01-30
5927,-3,0,CDC,2021-01-30
6630,2,0,CUBA,2021-01-30
3444,109,0,TECH,2021-01-30
7867,3,0,FLEX,2021-01-30
14025,-8,0,TRX,2021-01-30
4063,288,1,AAL,2021-01-30
13582,1,0,SWHC,2021-01-30
7889,4,0,FLIR,2021-01-30
5728,1,0,CAMP,2021-01-30
4932,1,0,AVGO,2021-01-30
2051,1,0,MIK,2021-01-30
8643,2802,6,GOOD,2021-01-30
941,1,0,FORD,2021-01-30
10477,1,0,LUNA,2021-01-30
12108,4,0,PRKR,2021-01-30
12042,102,0,PLUG,2021-01-30
946,1,0,FORM,2021-01-30
8962,13,0,HALO,2021-01-30
1800,71,0,LIVE,2021-01-30
2663,-2,0,PLCE,2021-01-30
1291,2,0,GOOGL,2021-01-30
2960,2,0,RNA,2021-01-30
1429,9,0,IBKR,2021-01-30
11663,3,0,OPTT,2021-01-30
1810,16,0,LOAN,2021-01-30
8952,2,0,HALL,2021-01-30
9926,-6,0,KNDI,2021-01-30
12544,6,0,RNA,2021-01-30
9432,33,0,III,2021-01-30
9916,3,0,KITE,2021-01-30
10637,2,0,MDM,2021-01-30
3078,2,0,SBAC,2021-01-30
2501,55,0,NVDA,2021-01-30
11088,4,0,MVIS,2021-01-30
2429,-6,0,NTES,2021-01-30
10002,2,0,LAMR,2021-01-30
1136,2,0,GLAD,2021-01-30
12835,401,0,SAVE,2021-01-30
1096,749,0,GAME,2021-01-30
9391,2,0,IEP,2021-01-30
11136,518,0,NAME,2021-01-30
3073,10,0,SAVE,2021-01-30
11805,1,0,PCAR,2021-01-30
10464,39,0,LULU,2021-01-30
3145,2,0,SGMS,2021-01-30
11210,1,0,NCMI,2021-01-30
2207,71,1,MU,2021-01-30
12104,1,0,PPC,2021-01-30
11204,10,0,NCLH,2021-01-30
1774,2098,18,LINE,2021-01-30
9519,238,0,INO,2021-01-30
3125,1,0,SCYX,2021-01-30
1049,48,0,FULL,2021-01-30
8588,2848,3,GOLD,2021-01-30
2944,40,0,RENT,2021-01-30
2794,-6,0,QCLN,2021-01-30
10409,9,0,LTC,2021-01-30
1561,-3,0,INTC,2021-01-30
10151,2,0,LION,2021-01-30
2514,2,1,OCC,2021-01-30
10641,4,1,MDXG,2021-01-30
992,3,0,FSC,2021-01-30
12192,3,0,QCLN,2021-01-30
9228,1,0,HMNY,2021-01-30
11163,3,0,NAVI,2021-01-30
11799,2,0,PBPB,2021-01-30
10807,3,0,MNST,2021-01-30
1317,1,0,HA,2021-01-30
2658,301,30,PLAY,2021-01-30
11491,42,0,NVAX,2021-01-30
9998,7,0,LAKE,2021-01-30
9814,14,0,JD,2021-01-30
3109,26,0,SBUX,2021-01-30
