,score,awards,symbol,date
7431,4,0,FANG,2020-12-08
10731,2,0,MIND,2020-12-08
2031,1,0,MELI,2020-12-08
4377,1,0,AKBA,2020-12-08
4374,1,0,AKAM,2020-12-08
13240,7,0,SPLK,2020-12-08
8703,2,0,GOOGL,2020-12-08
2091,4,0,MSEX,2020-12-08
2092,11,0,MSFT,2020-12-08
4366,2,0,AGRX,2020-12-08
3043,1,0,SAVE,2020-12-08
6033,80,0,CFO,2020-12-08
10531,8,0,MARA,2020-12-08
8822,1,0,GRVY,2020-12-08
6842,1,0,DISH,2020-12-08
3937,1,0,XLNX,2020-12-08
6083,5,0,CG,2020-12-08
10481,31,0,LXRX,2020-12-08
2164,5,0,MU,2020-12-08
10415,18,0,LULU,2020-12-08
10395,2,0,LTC,2020-12-08
14695,2,0,WIX,2020-12-08
13330,12,0,SQQQ,2020-12-08
8899,7,0,HA,2020-12-08
13976,13,0,TRUE,2020-12-08
6138,1,0,CIDM,2020-12-08
10776,2,0,MITK,2020-12-08
1968,2,0,MARA,2020-12-08
13050,4,0,SHOO,2020-12-08
5636,8,0,CALI,2020-12-08
5644,163,0,CALL,2020-12-08
11167,17,0,NCLH,2020-12-08
3851,1,0,WIN,2020-12-08
1815,1,0,LOGI,2020-12-08
11098,12,0,NAME,2020-12-08
5732,1,0,CAR,2020-12-08
11061,16,0,MVIS,2020-12-08
8522,5,0,GOGO,2020-12-08
11006,14,0,MU,2020-12-08
13709,1,0,TGTX,2020-12-08
11002,2,0,MTRX,2020-12-08
4486,385,0,AMD,2020-12-08
5792,44,0,CASH,2020-12-08
484,8,0,COST,2020-12-08
13178,167,2,SP,2020-12-08
1925,1,0,LULU,2020-12-08
5844,3,0,CBOE,2020-12-08
8593,14,0,GOOD,2020-12-08
10871,70,0,MSFT,2020-12-08
10842,2,0,MRVL,2020-12-08
5887,2,0,CDC,2020-12-08
10784,2,0,MMLP,2020-12-08
8476,2,0,GILT,2020-12-08
6173,1,0,CLSN,2020-12-08
6804,1,0,DGLY,2020-12-08
4172,7,0,ACLS,2020-12-08
220,1,0,AXTI,2020-12-08
6459,2,0,CREE,2020-12-08
9197,1,0,HMHC,2020-12-08
9638,2,0,IRDM,2020-12-08
6463,29,0,CRIS,2020-12-08
6474,3,0,CROX,2020-12-08
9200,-1,0,HMNY,2020-12-08
13736,1,0,TIGR,2020-12-08
9525,14,0,INTC,2020-12-08
2629,1,0,PLAY,2020-12-08
6678,59,0,DASH,2020-12-08
6506,12,0,CSCO,2020-12-08
2664,53,0,PLUG,2020-12-08
9239,1,0,HTHT,2020-12-08
6659,2,0,CZR,2020-12-08
9437,5,0,IIVI,2020-12-08
6633,1,0,CWCO,2020-12-08
9394,7,0,III,2020-12-08
6631,3,0,CVGI,2020-12-08
9312,75,0,ICLN,2020-12-08
14531,4,0,WBA,2020-12-08
4073,420,0,AAPL,2020-12-08
2833,2,0,QQQ,2020-12-08
2212,1,0,MVIS,2020-12-08
9765,42,0,JD,2020-12-08
4014,43,0,AAL,2020-12-08
7491,-11,0,FAST,2020-12-08
10321,5,0,LOOK,2020-12-08
2259,3,0,NCLH,2020-12-08
2977,14,0,ROLL,2020-12-08
10265,15,0,LONG,2020-12-08
13384,3,0,SRNE,2020-12-08
8965,68,0,HAS,2020-12-08
10230,2,0,LOGI,2020-12-08
2319,3,0,NEWS,2020-12-08
9027,17,0,HCAC,2020-12-08
2915,1,0,REGI,2020-12-08
10090,91,0,LINE,2020-12-08
13477,1,0,STEM,2020-12-08
13854,1,0,TQQQ,2020-12-08
14636,25,0,WIN,2020-12-08
10007,14,0,LAND,2020-12-08
9059,42,0,HEAR,2020-12-08
9920,1,0,KNDI,2020-12-08
3998,2,0,ZNGA,2020-12-08
4209,35,0,ADBE,2020-12-08
6377,1,0,CORE,2020-12-08
9861,8,0,KBIO,2020-12-08
2451,17,0,NVDA,2020-12-08
6400,20,0,COST,2020-12-08
5606,2,0,CAKE,2020-12-08
846,15,0,FCEL,2020-12-08
4595,312,0,AMZN,2020-12-08
4832,4,0,ATVI,2020-12-08
36,19,0,AMD,2020-12-08
7755,2,0,FIVE,2020-12-08
12253,68,0,QQQ,2020-12-08
3713,5,0,ULTA,2020-12-08
7813,5,0,FLAT,2020-12-08
5163,2,0,BCRX,2020-12-08
1322,4,0,HAS,2020-12-08
7924,2,0,FORD,2020-12-08
12047,1,0,PLUS,2020-12-08
12792,12,0,SAVE,2020-12-08
8033,39,0,FREE,2020-12-08
14313,1,0,VBIV,2020-12-08
5230,17,0,BEAT,2020-12-08
11991,503,1,PLUG,2020-12-08
7029,2,0,EBAY,2020-12-08
11933,19,0,PLAY,2020-12-08
4754,1,0,ASML,2020-12-08
11909,3,0,PETS,2020-12-08
8097,2,0,FSLR,2020-12-08
12845,4,0,SBUX,2020-12-08
4722,3,0,ARRY,2020-12-08
4715,1,0,APTO,2020-12-08
14974,3,0,ZNGA,2020-12-08
4712,1,0,AOSL,2020-12-08
7296,1,0,ERI,2020-12-08
7377,1,0,EXEL,2020-12-08
12608,0,0,ROLL,2020-12-08
4935,1,0,AWAY,2020-12-08
14267,4,0,VA,2020-12-08
12676,1,0,RTK,2020-12-08
4918,13,0,AVGO,2020-12-08
4917,1,0,AVEO,2020-12-08
4990,114,0,BABY,2020-12-08
3604,109,0,TSLA,2020-12-08
7537,1,0,FATE,2020-12-08
12682,7,0,SAAS,2020-12-08
12491,2,0,RGLS,2020-12-08
7553,26,0,FB,2020-12-08
4881,1,0,AUPH,2020-12-08
5049,1,0,BBBY,2020-12-08
17,4,0,ADBE,2020-12-08
7398,1,0,EYES,2020-12-08
12443,1,0,REGN,2020-12-08
1163,17,0,GOOD,2020-12-08
14224,-2,0,ULTA,2020-12-08
5099,1,0,BBC,2020-12-08
7609,78,0,FCEL,2020-12-08
1030,38,0,FULL,2020-12-08
12383,25,1,RAVN,2020-12-08
7669,18,0,FEYE,2020-12-08
5358,3,0,BLDP,2020-12-08
7218,12,1,ENPH,2020-12-08
1600,8,0,JACK,2020-12-08
7100,41,0,ELON,2020-12-08
14901,8,0,Z,2020-12-08
8322,44,0,GAME,2020-12-08
4656,26,0,ANY,2020-12-08
320,3,0,BNB,2020-12-08
5457,3,0,BOOM,2020-12-08
12967,1,0,SGMA,2020-12-08
14356,15,0,VIP,2020-12-08
11497,32,0,NVDA,2020-12-08
11675,3,0,OSTK,2020-12-08
5536,56,0,CA,2020-12-08
11444,20,0,NVAX,2020-12-08
11443,2,0,NURO,2020-12-08
11436,1,0,NUAN,2020-12-08
11369,11,0,NICE,2020-12-08
460,3,0,CME,2020-12-08
11314,24,0,NFLX,2020-12-08
13008,1,0,SHIP,2020-12-08
14035,4401,3,TSLA,2020-12-08
11258,75,0,NEWS,2020-12-08
94,10,0,AMZN,2020-12-08
448,1,0,CLRB,2020-12-08
9256,4,0,IBKR,2020-12-08
8286,0,0,GAIN,2020-12-08
1490,1,0,III,2020-12-08
5442,6,0,BNB,2020-12-08
8273,3,0,FV,2020-12-08
11823,24,0,PENN,2020-12-08
11740,11,0,PACB,2020-12-08
11873,14,0,PERI,2020-12-08
444,1,0,CIDM,2020-12-08
3605,224,0,TSLA,2020-12-09
9249,2,0,IBB,2020-12-09
7554,382,0,FB,2020-12-09
3215,1,0,SP,2020-12-09
14112,1,0,TTWO,2020-12-09
8523,-10,0,GOGO,2020-12-09
8749,8,0,GPRO,2020-12-09
9244,2,0,HZNP,2020-12-09
13757,21,0,TINY,2020-12-09
3007,4,0,RYAAY,2020-12-09
3009,1,0,SABR,2020-12-09
472,2,0,COKE,2020-12-09
3044,3,0,SAVE,2020-12-09
8541,5,0,GOLD,2020-12-09
2797,8,0,QCOM,2020-12-09
8375,16,0,GENE,2020-12-09
8823,6,0,GRVY,2020-12-09
3296,4,0,SQQQ,2020-12-09
8485,1,0,GLAD,2020-12-09
14245,1,0,UNFI,2020-12-09
3322,13,0,SRNE,2020-12-09
14036,6582,13,TSLA,2020-12-09
13726,0,0,THRM,2020-12-09
7925,14,0,FORD,2020-12-09
9163,1,0,HIMX,2020-12-09
3147,2,0,SHIP,2020-12-09
14137,-7,0,TVIX,2020-12-09
536,102,0,DASH,2020-12-09
7872,1,0,FLIR,2020-12-09
13977,2,0,TRUE,2020-12-09
8966,87,0,HAS,2020-12-09
7851,4,0,FLEX,2020-12-09
8649,10,0,GOOG,2020-12-09
9028,133,0,HCAC,2020-12-09
13934,8,0,TRIP,2020-12-09
13855,28,0,TQQQ,2020-12-09
8287,5,1,GAIN,2020-12-09
3260,1,0,SPWR,2020-12-09
3080,24,0,SBUX,2020-12-09
2892,1,0,RAIL,2020-12-09
8594,71,0,GOOD,2020-12-09
3503,8,0,TQQQ,2020-12-09
8323,42,0,GAME,2020-12-09
8194,1,0,FULL,2020-12-09
9060,5,0,HEAR,2020-12-09
7670,24,0,FEYE,2020-12-09
485,2,0,COST,2020-12-09
8900,17,0,HA,2020-12-09
13816,2,0,TOWN,2020-12-09
2834,25,0,QQQ,2020-12-09
3554,4,0,TRIP,2020-12-09
7610,82,0,FCEL,2020-12-09
8034,64,0,FREE,2020-12-09
13792,24,0,TOPS,2020-12-09
3018,5,0,SALE,2020-12-09
0,1,0,AAPL,2020-12-09
13697,4,0,TESS,2020-12-09
11910,2,0,PETS,2020-12-09
1433,3,0,ICLN,2020-12-09
12846,37,0,SBUX,2020-12-09
11874,14,0,PERI,2020-12-09
11824,59,0,PENN,2020-12-09
11809,2,0,PCH,2020-12-09
1515,3,0,INTC,2020-12-09
11741,9,0,PACB,2020-12-09
11676,2,0,OSTK,2020-12-09
11614,2,0,OLED,2020-12-09
11608,8,0,ODP,2020-12-09
11583,1,0,NYMT,2020-12-09
11573,2,0,NXPI,2020-12-09
12939,2,0,SFM,2020-12-09
1634,4,0,JD,2020-12-09
11498,129,0,NVDA,2020-12-09
11445,19,0,NVAX,2020-12-09
11370,19,0,NICE,2020-12-09
11315,36,0,NFLX,2020-12-09
13009,8,0,SHIP,2020-12-09
11259,1,0,NEWS,2020-12-09
1756,1,0,LINE,2020-12-09
11168,49,0,NCLH,2020-12-09
11141,1,0,NANO,2020-12-09
11099,5,0,NAME,2020-12-09
11934,55,0,PLAY,2020-12-09
1823,7,0,LONG,2020-12-09
965,6,0,FREE,2020-12-09
1367,2,0,HCACW,2020-12-09
12602,1,0,ROIC,2020-12-09
1080,-6,0,GAME,2020-12-09
12561,2,0,ROCK,2020-12-09
12677,1,0,RTK,2020-12-09
1117,2,0,GILD,2020-12-09
12470,1,0,RENT,2020-12-09
12444,1,0,REGN,2020-12-09
1142,5,0,GOGO,2020-12-09
1164,10,0,GOOD,2020-12-09
1031,3,0,FULL,2020-12-09
12705,3,0,SABR,2020-12-09
12384,63,0,RAVN,2020-12-09
1200,7,0,GOOG,2020-12-09
12337,15,0,RAIL,2020-12-09
12314,1,0,QYLD,2020-12-09
12739,40,0,SALE,2020-12-09
1251,8,0,GOOGL,2020-12-09
12254,189,0,QQQ,2020-12-09
12195,7,0,QCOM,2020-12-09
993,2,0,FSLR,2020-12-09
12149,2,0,PZZA,2020-12-09
1323,6,0,HAS,2020-12-09
12137,2,0,PTC,2020-12-09
12048,2,0,PLUS,2020-12-09
12793,17,0,SAVE,2020-12-09
11992,146,0,PLUG,2020-12-09
11007,25,0,MU,2020-12-09
847,3,0,FCEL,2020-12-09
1867,2,0,LOOK,2020-12-09
2360,22,0,NFLX,2020-12-09
10091,95,0,LINE,2020-12-09
13478,10,0,STEM,2020-12-09
10008,18,0,LAND,2020-12-09
9988,1,0,LAKE,2020-12-09
9917,1,0,KLAC,2020-12-09
9862,7,0,KBIO,2020-12-09
2452,23,0,NVDA,2020-12-09
674,-1,0,ENPH,2020-12-09
9766,33,0,JD,2020-12-09
9703,1,0,JACK,2020-12-09
2532,2,0,OSTK,2020-12-09
9657,12,0,ISIS,2020-12-09
9639,1,0,IRDM,2020-12-09
2554,4,0,PACB,2020-12-09
13555,4,0,STMP,2020-12-09
9526,9,0,INTC,2020-12-09
2630,2,0,PLAY,2020-12-09
9482,1,0,INO,2020-12-09
9450,1,0,ILMN,2020-12-09
2665,8,0,PLUG,2020-12-09
13651,-5,0,TECH,2020-12-09
9395,1,0,III,2020-12-09
9313,82,0,ICLN,2020-12-09
2755,1,0,QCLN,2020-12-09
10154,21,0,LIVE,2020-12-09
2320,15,0,NEWS,2020-12-09
713,4,0,EQIX,2020-12-09
10231,4,0,LOGI,2020-12-09
10981,0,0,MTLS,2020-12-09
1907,4,0,LRCX,2020-12-09
13179,17,0,SP,2020-12-09
1926,2,0,LULU,2020-12-09
10872,221,0,MSFT,2020-12-09
2002,2,0,MARK,2020-12-09
10732,-1,0,MIND,2020-12-09
2032,4,0,MELI,2020-12-09
10657,5,0,MELI,2020-12-09
792,28,0,FB,2020-12-09
13241,24,0,SPLK,2020-12-09
10620,1,0,MAT,2020-12-09
9257,29,0,IBKR,2020-12-09
10586,2,0,MARK,2020-12-09
10532,2,0,MARA,2020-12-09
10503,1,0,MAR,2020-12-09
13286,2,0,SPWR,2020-12-09
10486,2,0,MACK,2020-12-09
2156,4,0,MTLS,2020-12-09
2165,2,0,MU,2020-12-09
10416,11,0,LULU,2020-12-09
13331,14,0,SQQQ,2020-12-09
10379,1,0,LRCX,2020-12-09
2232,2,0,NAME,2020-12-09
10266,42,0,LONG,2020-12-09
13385,29,0,SRNE,2020-12-09
2093,74,0,MSFT,2020-12-09
10322,36,0,LOOK,2020-12-09
1063,1,0,FV,2020-12-09
6306,2,0,COKE,2020-12-09
3967,1,0,Z,2020-12-09
5700,34,0,CALM,2020-12-09
5645,54,0,CALL,2020-12-09
5607,0,0,CAKE,2020-12-09
6335,4,0,CONE,2020-12-09
4594,1,0,AMWD,2020-12-09
4596,417,2,AMZN,2020-12-09
321,0,0,BNB,2020-12-09
5537,50,0,CA,2020-12-09
14637,2,0,WIN,2020-12-09
95,22,0,AMZN,2020-12-09
3847,4,0,WIFI,2020-12-09
7101,52,0,ELON,2020-12-09
4210,38,0,ADBE,2020-12-09
5458,18,0,BOOM,2020-12-09
4348,2,0,AGIO,2020-12-09
6732,8,0,DATE,2020-12-09
14894,3,0,YY,2020-12-09
4657,25,0,ANY,2020-12-09
7154,5,0,ELSE,2020-12-09
14902,17,0,Z,2020-12-09
14598,2,0,WEN,2020-12-09
5443,9,0,BNB,2020-12-09
5391,1,0,BLUE,2020-12-09
5517,2,0,BTC,2020-12-09
3751,8,0,VIA,2020-12-09
5733,8,0,CAR,2020-12-09
7432,7,0,FANG,2020-12-09
6084,4,0,CG,2020-12-09
14721,1,0,WOOD,2020-12-09
6868,24,0,DNKN,2020-12-09
3938,3,0,XLNX,2020-12-09
6104,8,0,CHEF,2020-12-09
4387,2,0,ALGN,2020-12-09
14696,2,0,WIX,2020-12-09
4308,2,0,ADP,2020-12-09
6119,2,0,CHOP,2020-12-09
4400,2,0,ALGT,2020-12-09
6934,6,0,DTV,2020-12-09
6763,1,0,DAX,2020-12-09
6812,2,0,DISCA,2020-12-09
4439,2,0,AMAT,2020-12-09
6230,2,0,CME,2020-12-09
281,3,1,BEAT,2020-12-09
5845,2,0,CBOE,2020-12-09
14810,1,0,WSFS,2020-12-09
14813,5,0,WYNN,2020-12-09
6961,4,0,EA,2020-12-09
5793,11,0,CASH,2020-12-09
4487,514,0,AMD,2020-12-09
4251,4,0,ADHD,2020-12-09
7009,8,0,EARS,2020-12-09
6805,1,0,DGLY,2020-12-09
338,4,0,CA,2020-12-09
272,2,0,BCRX,2020-12-09
5359,3,0,BLDP,2020-12-09
6679,2195,0,DASH,2020-12-09
5164,4,0,BCRX,2020-12-09
4825,4,0,ATSG,2020-12-09
37,45,0,AMD,2020-12-09
6401,21,0,COST,2020-12-09
6595,1,0,CTRE,2020-12-09
4153,1,0,ACAT,2020-12-09
4074,783,1,AAPL,2020-12-09
7381,10,0,EXPE,2020-12-09
14975,8,0,ZNGA,2020-12-09
4833,10,0,ATVI,2020-12-09
5100,4,0,BBC,2020-12-09
6507,14,0,CSCO,2020-12-09
5050,5,0,BBBY,2020-12-09
18,6,0,ADBE,2020-12-09
14268,3,0,VA,2020-12-09
7399,7,0,EYES,2020-12-09
363,1,0,CALL,2020-12-09
4991,59,0,BABY,2020-12-09
4919,11,0,AVGO,2020-12-09
14532,18,0,WBA,2020-12-09
4936,2,0,AWAY,2020-12-09
6540,2,0,CSIQ,2020-12-09
5195,3,0,BDE,2020-12-09
4788,18,0,ASTI,2020-12-09
6660,4,0,CZR,2020-12-09
7289,1,0,EQIX,2020-12-09
7219,12,0,ENPH,2020-12-09
4015,136,0,AAL,2020-12-09
14486,15,0,WB,2020-12-09
4716,1,0,ARCC,2020-12-09
4723,2,0,ARRY,2020-12-09
5273,6,0,BIDU,2020-12-09
222,11,0,BABY,2020-12-09
6475,13,0,CROX,2020-12-09
6034,109,0,CFO,2020-12-09
10092,56,0,LINE,2020-12-10
10323,10,0,LOOK,2020-12-10
6176,13,0,CLUB,2020-12-10
9850,0,0,KANG,2020-12-10
4192,1,0,ADA,2020-12-10
6508,3,0,CSCO,2020-12-10
13332,61,0,SQQQ,2020-12-10
14638,25,0,WIN,2020-12-10
2453,32,0,NVDA,2020-12-10
2607,3,0,PERI,2020-12-10
2666,2,0,PLUG,2020-12-10
13652,34,0,TECH,2020-12-10
6378,1,0,CORE,2020-12-10
14697,6,0,WIX,2020-12-10
2166,1,0,MU,2020-12-10
13514,61,0,STLD,2020-12-10
9820,4,0,JOBS,2020-12-10
6102,2,0,CHDN,2020-12-10
9438,2,0,IIVI,2020-12-10
13556,1,0,STMP,2020-12-10
9767,36,0,JD,2020-12-10
13479,1,0,STEM,2020-12-10
10487,0,0,MACK,2020-12-10
6035,-8,0,CFO,2020-12-10
10504,9,0,MAR,2020-12-10
10417,158,0,LULU,2020-12-10
6340,3,0,COOL,2020-12-10
4138,0,0,ABCB,2020-12-10
6231,1,0,CME,2020-12-10
9958,2,0,KTOS,2020-12-10
4211,51,0,ADBE,2020-12-10
2555,2,0,PACB,2020-12-10
10155,21,0,LIVE,2020-12-10
2321,3,0,NEWS,2020-12-10
4154,2,0,ACAT,2020-12-10
6307,3,0,COKE,2020-12-10
2584,2,0,PENN,2020-12-10
9863,2,0,KBIO,2020-12-10
6336,4,0,CONE,2020-12-10
9658,1,0,ISIS,2020-12-10
6402,75,0,COST,2020-12-10
714,4,0,EQIX,2020-12-10
2361,4,0,NFLX,2020-12-10
9748,2,0,JBLU,2020-12-10
206,1,0,AWAY,2020-12-10
13596,2,0,TAX,2020-12-10
2631,5,0,PLAY,2020-12-10
4252,20,0,ADHD,2020-12-10
10232,1,0,LOGI,2020-12-10
2284,57,0,NEO,2020-12-10
6476,12,0,CROX,2020-12-10
9451,1,0,ILMN,2020-12-10
10267,3,0,LONG,2020-12-10
2260,1,0,NCLH,2020-12-10
9527,9,0,INTC,2020-12-10
4150,1,0,ABMD,2020-12-10
1908,2,0,LRCX,2020-12-10
2094,63,0,MSFT,2020-12-10
1371,2,0,HEAR,2020-12-10
11993,42,0,PLUG,2020-12-10
4782,1,0,ASPS,2020-12-10
5231,5,0,BEAT,2020-12-10
11935,21,0,PLAY,2020-12-10
5274,2,0,BIDU,2020-12-10
12847,69,0,SBUX,2020-12-10
11875,3,0,PERI,2020-12-10
1368,1,0,HCACW,2020-12-10
5360,0,0,BLDP,2020-12-10
5392,4,0,BLUE,2020-12-10
1484,2,0,ICPT,2020-12-10
5444,50,0,BNB,2020-12-10
1516,17,0,INTC,2020-12-10
11742,3,0,PACB,2020-12-10
11677,42,0,OSTK,2020-12-10
14903,12,0,Z,2020-12-10
4658,12,0,ANY,2020-12-10
11825,40,2,PENN,2020-12-10
12794,18,0,SAVE,2020-12-10
4789,3,0,ASTI,2020-12-10
1363,5,0,HCAC,2020-12-10
4937,4,0,AWAY,2020-12-10
12562,16,0,ROCK,2020-12-10
4920,7,0,AVGO,2020-12-10
4992,57,0,BABY,2020-12-10
12683,2,0,SAAS,2020-12-10
12445,1,0,REGN,2020-12-10
5051,3,0,BBBY,2020-12-10
12706,8,0,SABR,2020-12-10
12385,82,0,RAVN,2020-12-10
4834,22,0,ATVI,2020-12-10
1201,4,0,GOOG,2020-12-10
12338,5,0,RAIL,2020-12-10
12740,3,0,SALE,2020-12-10
14966,2,0,ZION,2020-12-10
1252,1,0,GOOGL,2020-12-10
12255,185,0,QQQ,2020-12-10
38,12,0,AMD,2020-12-10
5165,6,0,BCRX,2020-12-10
1324,6,0,HAS,2020-12-10
11566,2,0,NWS,2020-12-10
1624,6,0,JBLU,2020-12-10
11499,140,0,NVDA,2020-12-10
12968,102,0,SGMO,2020-12-10
9396,5,0,III,2020-12-10
1927,11,0,LULU,2020-12-10
10873,184,0,MSFT,2020-12-10
5846,2,0,CBOE,2020-12-10
10843,1,0,MRVL,2020-12-10
10787,1,0,MNGA,2020-12-10
5888,50,0,CDC,2020-12-10
10733,2,0,MIND,2020-12-10
10709,2,0,MIK,2020-12-10
5928,2,0,CDNA,2020-12-10
10658,5,0,MELI,2020-12-10
4388,2,0,ALGN,2020-12-10
2067,5,0,MNST,2020-12-10
793,36,0,FB,2020-12-10
5985,11,0,CFA,2020-12-10
788,2,0,FATE,2020-12-10
13242,12,0,SPLK,2020-12-10
4369,2,0,AIRT,2020-12-10
4349,1,0,AGIO,2020-12-10
13180,15,0,SP,2020-12-10
10533,17,0,MARA,2020-12-10
5794,8,0,CASH,2020-12-10
13128,2,0,SMT,2020-12-10
5459,9,0,BOOM,2020-12-10
11446,8,0,NVAX,2020-12-10
96,17,0,AMZN,2020-12-10
11371,3,0,NICE,2020-12-10
5538,21,0,CA,2020-12-10
11316,12,0,NFLX,2020-12-10
11260,19,0,NEWS,2020-12-10
4597,437,0,AMZN,2020-12-10
11225,57,0,NEO,2020-12-10
11169,29,0,NCLH,2020-12-10
5646,9,0,CALL,2020-12-10
11100,1,0,NAME,2020-12-10
13101,2,0,SKYY,2020-12-10
14833,2,0,XIV,2020-12-10
11008,13,0,MU,2020-12-10
5734,4,0,CAR,2020-12-10
848,1,0,FCEL,2020-12-10
4488,208,0,AMD,2020-12-10
1868,1,0,LOOK,2020-12-10
10982,1,0,MTLS,2020-12-10
6541,2,0,CSIQ,2020-12-10
7433,5,0,FANG,2020-12-10
8860,8,0,GT,2020-12-10
8127,42,0,FTD,2020-12-10
9029,145,0,HCAC,2020-12-10
537,22,0,DASH,2020-12-10
3852,5,0,WIN,2020-12-10
8750,2,0,GPRO,2020-12-10
6962,2,0,EA,2020-12-10
3552,1,0,TRIL,2020-12-10
2835,11,0,QQQ,2020-12-10
12609,4,0,ROLL,2020-12-10
3555,9,0,TRIP,2020-12-10
8524,4,0,GOGO,2020-12-10
8542,12,0,GOLD,2020-12-10
9164,4,0,HIMX,2020-12-10
8146,2,0,FTNT,2020-12-10
3918,1,0,WYNN,2020-12-10
14487,6,0,WB,2020-12-10
7611,35,0,FCEL,2020-12-10
9044,8,0,HCACW,2020-12-10
6680,851,2,DASH,2020-12-10
8967,37,1,HAS,2020-12-10
3504,7,0,TQQQ,2020-12-10
14170,3,0,TWIN,2020-12-10
2901,10,0,RAVN,2020-12-10
7220,-57,0,ENPH,2020-12-10
7078,1,0,EGHT,2020-12-10
6813,3,0,DISCA,2020-12-10
8035,17,0,FREE,2020-12-10
13856,13,0,TQQQ,2020-12-10
8429,3,0,GILD,2020-12-10
3968,4,0,Z,2020-12-10
7290,1,0,EQIX,2020-12-10
14037,5865,2,TSLA,2020-12-10
9051,3,0,HDS,2020-12-10
6935,11,0,DTV,2020-12-10
7756,1,0,FIVE,2020-12-10
6857,0,0,DLTR,2020-12-10
3006,1,0,RUTH,2020-12-10
9061,19,0,HEAR,2020-12-10
7030,16,0,EBAY,2020-12-10
9109,8,0,HERO,2020-12-10
8824,7,0,GRVY,2020-12-10
4016,248,0,AAL,2020-12-10
7382,9,0,EXPE,2020-12-10
3045,3,0,SAVE,2020-12-10
3127,1,0,SEED,2020-12-10
13935,4,0,TRIP,2020-12-10
8901,25,0,HA,2020-12-10
9258,18,0,IBKR,2020-12-10
6581,1,0,CSOD,2020-12-10
3606,173,2,TSLA,2020-12-10
2978,3,0,ROLL,2020-12-10
7492,2,0,FAST,2020-12-10
3813,5,0,WBA,2020-12-10
364,1,0,CALL,2020-12-10
7478,10,0,FARM,2020-12-10
14533,10,0,WBA,2020-12-10
8595,38,0,GOOD,2020-12-10
7102,93,0,ELON,2020-12-10
9314,55,0,ICLN,2020-12-10
3297,7,0,SQQQ,2020-12-10
8650,4,0,GOOG,2020-12-10
9201,8,0,HMNY,2020-12-10
4075,517,0,AAPL,2020-12-10
14269,0,0,VA,2020-12-10
2798,5,0,QCOM,2020-12-10
3583,1,0,TRUE,2020-12-10
6764,14,0,DAX,2020-12-10
8324,18,0,GAME,2020-12-10
7555,341,0,FB,2020-12-10
7155,15,0,ELSE,2020-12-10
6951,1,0,DXCM,2020-12-10
8195,0,0,FULL,2020-12-10
8704,8,0,GOOGL,2020-12-10
7538,2,0,FATE,2020-12-10
486,3,0,COST,2020-12-10
7992,4,0,FOX,2020-12-10
6661,1,0,CZR,2020-12-10
6869,1,0,DNKN,2020-12-10
3677,1,0,TVIX,2020-12-10
13710,4,0,TGTX,2020-12-10
6882,0,0,DORM,2020-12-10
11372,5,0,NICE,2020-12-11
4598,322,0,AMZN,2020-12-11
13010,9,0,SHIP,2020-12-11
5539,82,0,CA,2020-12-11
1716,1,0,LAKE,2020-12-11
11317,44,0,NFLX,2020-12-11
3257,2,0,SPLS,2020-12-11
97,43,0,AMZN,2020-12-11
11261,25,0,NEWS,2020-12-11
8486,8,0,GLAD,2020-12-11
3216,1,0,SP,2020-12-11
14412,3,0,VRTX,2020-12-11
13978,-1,0,TRUE,2020-12-11
10844,2,0,MRVL,2020-12-11
1962,18,0,MAR,2020-12-11
3886,1,0,WIX,2020-12-11
10874,173,0,MSFT,2020-12-11
1928,1,0,LULU,2020-12-11
487,1,0,COST,2020-12-11
5795,6,0,CASH,2020-12-11
13181,18,0,SP,2020-12-11
3133,4,0,SGMO,2020-12-11
10927,5,0,MSG,2020-12-11
14814,9,0,WYNN,2020-12-11
8543,4,0,GOLD,2020-12-11
10983,1,0,MTLS,2020-12-11
13106,4,0,SLM,2020-12-11
4489,154,0,AMD,2020-12-11
11009,24,1,MU,2020-12-11
7010,3,0,EARS,2020-12-11
8430,4,0,GILD,2020-12-11
5647,13,0,CALL,2020-12-11
11101,0,0,NAME,2020-12-11
7031,3,0,EBAY,2020-12-11
13062,1,0,SIRI,2020-12-11
5608,8,0,CAKE,2020-12-11
14038,2962,1,TSLA,2020-12-11
11170,35,0,NCLH,2020-12-11
11226,2,0,NEO,2020-12-11
7079,2,0,EGHT,2020-12-11
8325,7,0,GAME,2020-12-11
11447,35,0,NVAX,2020-12-11
3365,2,0,STLD,2020-12-11
12969,28,0,SGMO,2020-12-11
4835,13,0,ATVI,2020-12-11
7556,115,1,FB,2020-12-11
1202,6,0,GOOG,2020-12-11
12339,7,0,RAIL,2020-12-11
12315,3,0,QYLD,2020-12-11
14976,4,0,ZNGA,2020-12-11
7383,20,0,EXPE,2020-12-11
12741,2,0,SALE,2020-12-11
1253,-1,0,GOOGL,2020-12-11
12256,195,0,QQQ,2020-12-11
12196,28,0,QCOM,2020-12-11
39,31,0,AMD,2020-12-11
12159,3,0,QCLN,2020-12-11
7671,7,0,FEYE,2020-12-11
7612,16,0,FCEL,2020-12-11
12386,115,0,RAVN,2020-12-11
12707,2,0,SABR,2020-12-11
14225,1,0,ULTA,2020-12-11
7434,6,0,FANG,2020-12-11
12666,31,0,RPRX,2020-12-11
4921,4,0,AVGO,2020-12-11
12563,8,0,ROCK,2020-12-11
12493,2,0,RICK,2020-12-11
